Gene,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-6b,Hw2-6c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-6a,Wt2-6b,Wt2-6c
Eefsec,3,1,1,2,8,2,1,5,4,2,6
EFHC1,328,453,478,354,532,110,335,97,101,203,83
efp,131,149,157,119,126,51,93,53,67,149,50
Eftud2,528,608,633,445,686,139,411,166,176,331,119
egl-4,56,117,111,157,193,69,107,49,76,162,83
egl-9,25,25,29,16,27,24,25,33,25,65,14
egl1,62,77,61,38,97,62,72,61,61,138,36
egl5,227,243,251,184,132,75,101,52,69,123,54
EGLN2,27,58,33,30,37,15,24,19,25,36,7
EGLN3,86,90,130,49,85,38,58,39,44,112,37
Ehhadh,191,234,226,114,131,75,78,57,69,127,57
eIF-2gamma,614,673,620,640,717,180,479,198,230,410,126
eIF-4E,391,424,424,331,331,97,221,147,125,249,83
eif3b,108,103,140,112,134,92,100,95,84,199,57
eif3g,176,197,178,240,195,48,124,46,45,93,30
eif3k,306,315,274,296,276,90,161,96,98,231,62
EIF4-A,115,107,91,104,130,88,87,98,106,195,84
Eif4a3,138,170,157,157,186,116,132,74,105,224,77
Eif4e1b,109,112,101,86,110,30,75,42,27,83,24
EIF4G,44,52,72,28,73,46,52,46,49,100,20
Elavl1,93,115,120,49,57,29,53,22,20,70,18
ELD1,63,72,92,50,68,14,42,13,16,42,17
ELF5A-3,1613,1508,1245,1483,1672,595,1157,824,758,1342,469
EMB2076,4,12,6,8,7,1,2,8,10,8,4
EMB8,22,21,29,15,27,5,22,8,9,14,7
EMC1,38,35,32,29,14,9,16,9,9,20,8
EML6,228,270,293,207,290,158,199,115,131,267,84
ENDOG,50,51,44,40,27,33,18,7,22,50,20
Endou,8,9,8,6,10,1,3,7,5,15,6
eng1,21,44,40,44,78,31,48,34,24,52,15
ENKD1,61,71,84,27,34,26,33,35,35,59,13
ENO,268,354,314,269,340,133,232,152,162,315,126
Eno2,102,164,147,100,205,146,133,152,134,251,86
enol-1,11,12,11,5,7,3,5,6,11,17,15
ENT7,221,231,271,275,303,175,236,149,146,334,91
ENTPD2,15,25,26,13,31,25,27,24,24,64,25
EOGT,27,29,25,29,27,10,16,19,18,47,44
EPHX2,9,8,14,12,21,0,8,3,2,6,1
Eprs,147,175,195,133,189,162,128,170,169,339,120
erd-2,76,72,64,51,63,20,32,29,19,43,10
ERD2A,64,91,90,74,73,36,42,45,59,91,28
ERDJ3B,94,135,137,96,96,39,78,48,38,101,34
ERECTA,93,130,151,74,120,111,76,64,79,169,45
ERF2,154,181,196,149,166,35,96,40,50,83,41
ERG3,70,90,51,64,41,48,42,43,45,107,27
ERI3,265,309,259,327,441,175,264,191,181,365,123
erkA,17,15,27,23,34,17,20,9,5,18,2
eryG,57,83,99,78,103,52,60,43,58,131,33
esf2,22,30,35,20,26,13,15,11,12,30,8
Esi_0076_0031,42,63,58,45,54,27,16,17,23,38,11
esrp1,16,25,33,20,31,16,17,11,20,38,9
ETFB,167,161,123,132,122,29,93,64,48,84,33
ETHE1,151,171,181,68,78,53,56,61,45,102,29
ETN8,211,295,281,321,344,146,231,162,174,338,104
Evi5,14,21,16,27,32,22,19,34,23,61,19
exo1,121,158,106,128,102,19,65,15,13,35,14
EXOSC2,66,70,46,63,45,15,34,18,28,50,12
Exosc8,18,19,20,19,8,4,14,7,3,21,4
EXPA10,568,662,637,595,500,191,350,236,198,414,170
F8H,3,17,14,17,21,7,15,12,13,22,11
FAB1D,18,18,14,39,36,28,19,17,20,61,20
fabG,13,10,24,4,9,5,7,3,3,9,2
FACE1,286,287,221,174,179,158,148,200,173,361,120
FAD2,201,241,236,165,145,85,126,96,91,194,72
FAD4L1,49,55,53,39,46,15,30,14,16,28,4
fadA,8,11,14,9,7,6,8,5,10,15,8
fadD29,22,28,50,16,52,42,33,35,33,64,16
FADS2P1,502,595,628,294,339,167,218,176,208,441,153
faeC,27,34,37,28,27,18,24,22,30,59,22
Faf1,80,110,111,94,127,18,87,20,29,48,23
fah,91,124,114,104,133,73,103,88,87,182,45
FAL1,29,52,27,21,15,9,11,6,14,30,8
FAM184A,35,44,50,27,32,72,26,89,57,158,65
Fam221a,42,50,33,43,31,10,18,11,10,20,6
Fam3b,29,34,42,20,46,21,28,10,18,43,15
FAM3D,137,202,237,152,200,63,117,55,56,147,47
FAR1,11,22,28,11,37,36,27,18,28,56,24
fbaA,22,31,38,22,38,5,33,4,7,2,5
FBL4,2,1,1,3,11,7,7,4,5,11,4
fbp,169,159,153,136,108,58,80,58,57,89,18
FBXO18,90,96,116,62,87,50,74,50,63,122,47
FCA,42,66,50,42,64,40,37,24,24,55,23
FCPA,7,8,5,4,6,0,6,0,0,0,1
fcsA,6,4,7,10,8,2,11,13,7,7,7
fd1,1000,1043,984,285,387,383,336,348,325,645,160
Fdft1,84,95,101,92,96,60,100,43,57,97,30
FEN1,76,95,124,90,133,70,76,60,75,124,43
Fer1l4,30,47,41,36,55,26,46,20,27,56,20
FES1,404,518,443,256,320,171,198,184,172,370,119
fft1,120,163,145,139,147,87,100,87,79,204,71
FGRAMPH1_01T20223,29,45,38,27,34,9,28,7,16,23,10
FH11,100,167,136,181,255,81,147,76,79,198,72
FH14,120,187,188,41,44,45,40,40,42,78,31
FH7,26,27,28,24,50,31,28,37,26,76,22
fhaB,38,57,62,53,64,24,29,21,21,44,17
fhkA,247,265,271,215,257,80,185,95,110,222,83
fhkC,160,183,184,156,178,148,133,112,117,243,82
fhkD,29,40,36,20,56,29,27,27,24,52,17
Fig4,56,79,72,85,85,33,71,37,45,103,27
fimA,16,18,24,26,17,48,13,38,34,113,24
fkbp1a,76,86,84,65,68,31,63,52,42,92,32
FKBP20-2,15,8,9,9,11,0,5,1,4,5,0
FKBP5,16,14,28,19,17,5,9,6,4,17,4
FKBP59,31,42,26,39,38,20,28,22,26,49,15
FKBP70,6,9,10,12,10,5,9,9,7,7,5
FLA10,568,823,737,481,547,319,373,308,335,674,247
Flad1,212,219,204,154,198,73,139,88,90,153,50
flaEY,54,76,73,53,84,57,74,65,56,126,55
flpA,50,67,73,53,81,63,60,54,67,131,37
FLS2,1,2,0,4,4,4,6,0,4,7,1
FMO1,254,299,296,215,203,61,139,70,57,161,41
fmt,71,79,74,73,64,31,48,27,26,68,25
FNTB,65,87,86,67,75,5,32,2,3,10,2
FOLR3,11,12,15,13,11,28,14,29,33,75,27
foxred1,31,31,50,43,44,32,27,27,38,69,14
FPR1,6,1,4,1,2,1,1,2,0,3,0
FPR2,6,10,7,11,14,3,9,9,5,7,9
frs-2,209,228,229,107,152,77,119,71,82,161,70
FTCD,846,1112,1092,889,960,304,591,264,282,578,188
FTH1,35,33,42,73,91,53,58,36,32,96,28
FTR1,17,22,17,37,52,19,27,13,20,36,10
ftsH1,50,74,62,144,116,51,78,61,59,132,52
FUC1,121,129,120,89,87,22,59,36,32,56,28
fucT,51,60,77,24,33,39,41,45,63,133,40
FucT6,20,12,19,23,17,10,9,11,19,42,18
fusA2,14,16,18,13,18,20,15,20,21,40,12
FV3-083R,159,178,175,115,138,35,91,34,38,98,36
GA11319,76,96,114,70,95,43,49,64,62,107,43
gab-1,125,133,132,122,129,63,88,68,94,159,62
Gabbr1,163,227,208,189,229,14,160,28,34,52,37
GAK,23,25,26,11,27,32,19,44,41,56,23
galD,38,36,32,27,28,23,24,26,23,46,21
Galnt3,242,306,290,189,252,102,164,99,87,254,73
GALT3,51,73,81,33,34,21,23,26,21,50,11
GALT4,29,40,34,34,38,42,38,45,45,97,34
Gamt,56,53,47,34,41,18,15,16,11,33,10
GAPC1,15,18,11,13,23,3,14,13,13,20,9
GAPDG,361,493,455,403,361,196,231,184,149,395,127
garR,12,15,15,18,19,6,9,7,2,11,2
Gars,79,84,84,84,91,79,63,79,70,145,47
GART,30,54,99,32,62,46,37,24,39,76,40
GATL4,126,133,113,93,96,41,61,75,54,133,46
gba-3,180,209,207,133,181,51,88,36,66,117,30
GBE1,149,208,221,141,262,98,161,105,126,255,98
gbh,124,154,123,159,130,63,100,79,80,197,56
Gcfc2,33,37,49,52,92,52,81,37,32,105,30
GCLC,57,72,75,66,79,70,62,68,83,153,45
gcn2,125,182,180,83,320,142,167,112,109,248,58
GCP3,167,173,199,165,145,58,80,56,66,134,54
gcy-21,212,273,273,208,230,148,153,112,91,277,78
gcy-28,79,125,113,70,81,28,70,38,35,48,16
GDA1,46,62,65,38,92,75,52,79,81,156,49
GDCST,126,148,145,104,140,44,97,33,38,112,48
Gde1,169,202,199,96,91,48,75,49,49,107,33
gdi1,226,266,222,156,172,23,127,41,29,94,40
GDPD1,13,18,26,15,12,16,11,26,25,43,21
gefF,1,1,2,1,1,1,3,0,0,4,6
get3,133,158,144,73,41,39,50,49,37,74,22
GF14F,141,152,159,169,181,58,152,78,76,124,39
GG18702,90,85,96,37,28,18,26,18,19,47,13
gghA,61,63,65,33,57,39,45,61,78,106,38
ggs,333,458,466,327,268,167,193,85,116,292,107
ggt,5,2,0,3,1,4,3,2,1,9,3
ggtb-1,22,28,35,14,26,7,19,5,7,16,6
GID1B,239,303,272,36,28,116,60,78,105,190,65
GIMAP6,140,200,182,167,197,89,146,84,100,176,69
Gins2,197,159,182,163,173,68,127,66,75,158,39
GK2103,15,27,25,18,25,10,13,7,16,25,10
GL12933,7,10,11,8,4,5,6,4,8,13,10
GL14463,12,12,14,18,14,7,13,6,21,31,13
Gla,35,57,48,24,22,24,26,14,21,32,17
glaA,22,29,31,13,29,15,24,9,19,12,5
GLCAK1,6,13,11,11,6,10,16,10,12,30,5
Gld,4,3,3,6,6,10,2,13,3,18,3
gld-2,17,38,40,18,49,24,28,28,21,69,7
Glipr2,168,189,153,146,171,53,92,58,38,121,38
glnS,118,147,151,142,136,24,100,26,41,73,22
GLO1,266,342,294,211,230,103,155,106,102,218,74
gloB,159,196,171,292,224,102,155,106,100,203,53
gloC,256,230,199,174,213,51,126,61,59,123,28
glpF,11,18,17,14,35,20,10,18,21,34,10
GLR3.1,10,7,8,8,10,22,10,11,17,39,13
GLRX,218,212,153,210,202,43,116,51,41,91,19
glt-1,131,150,153,107,146,61,97,59,59,140,53
GLT1,9,26,56,3,44,36,34,36,29,70,17
GLT8D2,0,0,0,20,42,23,27,24,19,40,7
gltB,22,28,45,21,31,16,17,16,19,34,16
gltp,27,45,37,25,25,29,26,26,39,59,28
gly-6,2,1,1,1,3,0,1,2,1,4,4
GLY1,191,231,316,167,182,82,150,103,115,226,67
GLYK,5,11,14,13,18,55,29,61,63,101,15
glyQS,86,83,66,66,82,15,48,21,19,43,16
GONST5,55,80,68,43,77,32,39,26,25,47,15
GORK,35,40,56,39,46,43,42,27,35,69,32
Gp5,8,12,8,3,5,4,2,3,5,13,6
GPATCH1,493,559,508,434,480,167,301,173,177,352,102
Gpatch3,17,23,26,11,29,28,21,32,31,76,24
Gpatch4,107,127,135,119,150,105,97,84,83,171,53
GPD,155,162,187,165,144,33,88,47,38,93,24
GPD1,194,238,196,244,248,110,204,116,148,301,110
gpi3,24,38,28,29,32,10,27,20,29,59,24
Gpld1,24,29,35,31,27,33,23,13,21,54,11
gpmA,66,66,71,83,105,44,52,40,44,80,23
gpn1,12,22,18,17,19,11,19,16,13,27,8
gpr180,95,106,80,89,58,37,70,45,49,88,44
GPT2,125,185,169,130,136,97,121,96,98,207,75
gra-orf6,136,153,149,160,137,48,95,42,55,88,33
GRC3,1,6,3,81,72,16,48,19,18,40,21
GRINA,40,32,35,21,32,31,27,39,39,75,11
groL1,0,0,0,4,1,1,1,0,1,3,0
groL7,39,49,63,44,66,46,39,35,46,82,31
grpE,33,40,56,47,55,35,35,58,39,75,18
grtp1,68,80,71,61,72,42,58,35,33,91,48
GRXC1,42,36,32,20,19,5,17,19,8,18,7
GSC2,100,119,152,68,98,37,79,28,42,90,31
gsdA,225,261,242,213,230,162,178,136,154,353,126
gsk-3,31,35,38,31,53,5,22,9,15,17,9
gsk3b,118,165,153,96,167,42,102,38,36,71,22
gskA,79,69,69,33,35,22,29,31,13,37,9
GSP1,3,3,1,8,6,6,15,16,17,24,10
GSPATT00010582001,104,126,114,110,112,57,63,53,59,123,30
GSPATT00020181001,129,137,90,126,113,738,290,634,318,262,121
GSPATT00029660001,5,11,12,27,35,13,25,8,16,20,4
gstB,9,12,14,7,7,1,5,4,2,11,3
GSTL1,28,24,27,23,18,26,24,23,31,54,18
GSTL3,335,253,245,192,231,107,162,131,122,215,69
Gstm2,21,35,25,16,18,4,12,2,4,14,4
Gstm6,151,140,121,112,113,44,66,34,51,95,31
GT11,97,142,165,105,141,32,77,27,54,74,36
gtb1,66,92,90,118,148,53,100,69,63,116,46
GTF3C5,262,305,303,219,362,122,232,137,157,298,74
guaA,428,516,502,333,372,132,255,122,151,250,90
gudu,119,137,134,159,173,48,102,65,80,133,46
GUT1,13,6,8,6,9,4,5,4,9,22,5
GUX2,48,59,47,37,42,7,26,14,7,23,15
GUX3,20,33,20,19,17,24,12,23,18,43,9
Gyc76C,21,24,24,37,99,28,69,24,38,61,24
GYG1,35,38,35,34,27,2,10,9,10,17,6
GYP5,19,39,26,55,90,31,51,42,38,84,33
HAS1,127,181,172,148,164,86,118,71,77,152,45
hbdA,68,85,69,52,68,98,61,107,91,182,62
HCBT2,50,63,76,95,26,45,41,46,59,109,49
Hcfc1,291,354,307,294,332,124,242,133,128,262,90
hda-6,21,19,25,18,17,4,14,9,7,11,6
hdaH,5,9,13,14,9,7,5,4,19,21,10
HDH,118,153,142,109,138,57,85,52,37,111,19
Hdhd2,27,27,30,26,24,12,14,12,7,21,4
HDHD3,236,299,298,179,206,106,153,129,124,277,86
hemC,104,118,103,111,99,6,70,15,11,21,3
HERC3,2,0,1,124,156,56,105,55,50,93,44
hetM,60,77,81,47,37,26,36,17,20,51,17
hflX,2,2,1,1,2,0,2,1,0,4,2
HFM1,19,33,29,12,17,16,22,40,31,80,33
hgiCIIM,123,117,128,152,126,73,95,57,74,159,61
HGS,348,329,373,251,304,101,204,106,137,265,86
hh,739,924,905,867,982,683,686,569,593,1327,442
hhoA,148,214,206,156,168,59,119,56,66,137,41
HI_0712,78,129,130,79,135,19,62,34,30,51,24
HI_1218,151,194,219,149,179,125,113,110,93,172,47
hibA,47,52,72,37,58,26,42,25,22,64,20
HIBADH,163,169,144,114,122,63,119,79,72,118,21
HID1,8,11,11,6,8,6,10,3,4,7,1
HIR3,16,17,22,14,29,31,20,43,53,77,25
hisC1,377,423,372,349,344,93,189,102,95,199,52
hisC2,17,18,25,28,12,5,13,6,8,13,5
HISN4,38,68,66,53,76,20,49,31,41,67,22
HLTF,188,243,254,99,163,67,94,57,62,123,47
HMA2,26,43,51,10,9,0,5,0,0,0,0
hmu,2,1,8,4,31,5,15,9,1,18,5
hmuV,25,23,33,27,47,54,49,44,45,97,30
Hnrnpa0,40,53,75,95,173,32,83,20,26,68,19
Hnrnpdl,452,465,550,292,430,162,259,171,184,405,148
HOC1,0,0,0,107,97,0,51,0,0,0,0
HOP1,7,4,3,6,8,14,9,30,17,24,5
HOP2,28,36,29,31,37,30,33,17,23,44,15
HPCAL1,10,6,5,7,8,3,6,8,5,8,5
hpcH,36,54,47,19,22,12,15,3,7,31,12
hppA,104,161,158,121,214,150,147,115,139,289,105
hpxO,31,36,60,108,32,44,35,37,70,74,52
Hrb27C,24,19,16,18,18,6,10,4,4,11,2
HRD3,30,18,22,17,19,11,10,7,6,13,8
HRSP12,144,164,157,128,170,58,97,65,74,156,46
HS3ST1,38,48,39,41,33,10,20,13,10,34,7
HSDL2,72,53,56,38,61,46,46,46,48,110,26
HSP70,30,35,34,30,20,3,6,10,15,19,14
HSP70-17,596,703,617,606,611,218,367,223,227,408,145
HSP70-7,440,607,605,495,549,258,417,196,204,467,170
Hsp83,154,195,210,155,197,146,151,101,110,275,95
HSP90AB3P,236,321,294,152,160,55,85,62,46,92,38
HSPA1L,97,130,126,72,93,56,57,61,41,85,35
Hspa4,205,288,282,207,262,110,181,91,91,234,66
Htur_1614,10,18,10,46,45,10,31,5,5,13,11
Hunk,30,33,37,34,51,21,19,37,35,48,13
HUP3,28,36,28,42,46,21,34,16,27,61,18
hupN,82,101,83,127,112,52,82,46,70,117,47
Huwe1,84,123,79,73,81,61,60,55,73,148,39
HVO_B0029,135,177,168,154,200,67,123,60,35,113,22
HXT3,80,95,99,74,76,31,59,44,44,106,22
hyd,30,32,30,29,31,22,31,36,44,95,24
HYPBUDRAFT_166376,53,95,91,53,93,32,51,35,25,56,9
idhA,218,277,213,172,177,75,128,69,96,173,66
idnk,51,71,67,45,39,37,44,30,35,101,34
Ido1,1,2,3,5,6,4,6,3,3,11,5
ift122,34,50,42,21,43,15,25,15,13,28,7
ift43,40,53,54,38,35,14,18,17,11,31,10
Ift74,92,139,96,90,135,49,82,44,49,120,61
iga,65,66,50,44,54,59,36,70,54,135,42
IGF2BP1,660,596,572,493,511,167,355,208,166,451,122
IGHMBP2,56,64,68,42,61,40,42,38,32,94,29
IHH,28,43,35,17,15,31,18,26,34,84,22
Iigp1,4,8,7,2,2,3,8,5,7,12,7
ILKAP,116,143,142,108,160,65,102,80,93,186,58
IMP2,12,21,9,13,9,1,7,1,1,7,1
IMP3,90,98,83,54,44,17,39,20,16,34,15
imp4,69,72,80,52,81,36,25,17,28,47,16
IMPA2,61,54,68,42,71,25,40,33,38,71,26
IMPA4,285,355,370,266,303,151,226,166,178,378,135
impact-A,31,43,27,37,42,12,19,13,7,26,6
infC,63,64,74,82,85,33,46,33,40,72,19
INP53,207,257,232,263,245,159,181,140,171,319,98
INPP5B,318,394,392,337,608,304,399,297,282,558,167
Invadolysin,94,126,124,505,453,155,295,152,166,321,113
IPL1,363,471,460,362,361,262,260,225,208,492,127
IPUT1,9,19,19,16,16,12,9,10,17,30,8
Iqca1,34,49,46,36,67,13,23,17,11,33,8
IQUB,103,127,108,181,242,77,141,77,97,175,65
IRAK4,9,26,15,29,38,17,19,20,14,56,10
Irgc,71,72,86,118,119,43,86,53,61,105,37
IRL4,26,37,32,16,7,12,7,11,11,20,5
IRX10,26,43,38,22,30,8,21,8,10,22,14
ISA3,10,21,29,13,36,27,25,25,27,49,14
iscU,110,125,125,127,127,45,87,46,40,118,44
ispH,230,256,263,204,230,99,169,164,162,310,103
ISU1,2,2,0,1,0,0,0,2,3,5,1
Isy1,83,94,101,156,198,66,98,81,77,154,46
its3,52,69,55,39,68,62,68,67,74,135,38
jcdD,105,112,92,83,118,54,86,63,53,148,44
JL09_g2933,278,351,325,155,248,161,133,147,138,323,65
KAP115,162,200,220,171,216,124,165,114,108,245,60
KBTBD12,29,17,18,25,16,10,17,16,12,25,6
KCNA10,107,138,139,90,157,65,114,77,61,154,51
KCNA2,12,29,28,19,15,6,12,9,8,16,7
Kcna4,11,8,11,10,19,11,15,5,6,17,6
KCNA6,16,20,19,15,43,4,37,4,1,6,1
Kcnc2,3,4,4,3,3,0,4,2,7,8,5
KCND1,68,100,112,73,125,55,93,48,52,97,32
KCTD4,10,17,14,12,17,17,12,17,16,37,10
kctd7,44,105,83,76,100,64,49,55,55,144,36
KDELC2,127,196,193,183,175,77,130,63,74,136,47
kdelr1,197,252,224,217,204,176,176,194,181,411,133
kdelr2,380,362,348,279,233,99,168,129,132,269,84
kdm8,80,117,118,82,108,80,94,70,103,198,62
KEA2,51,82,95,60,66,17,65,18,28,52,17
kefB,94,131,123,77,102,46,74,50,49,92,43
kefC,32,38,37,31,27,71,24,48,64,136,50
kel-10,32,34,36,12,34,41,40,52,65,112,27
KGD2,54,72,80,64,86,26,54,38,29,81,19
Kiaa0556,30,34,24,28,25,10,15,13,13,43,18
KIAA1324,99,132,138,72,99,37,57,19,29,57,29
kiaa1324l,0,0,0,4,6,6,1,3,6,8,6
Kif11,17,22,30,7,50,44,34,27,20,75,18
kif11-b,76,89,92,57,81,25,50,24,26,57,11
KIF13A,31,49,61,25,37,30,36,39,43,78,20
Kif15,2,3,8,2,9,0,4,6,9,14,3
KIF16B,48,48,46,33,42,13,25,24,26,41,6
KIF18B,102,146,183,133,186,36,112,32,31,106,44
KIF1C,49,50,46,22,52,31,25,25,21,68,20
Kif21a,13,28,26,7,19,26,21,20,19,34,11
KIF27,199,234,223,111,121,80,95,54,48,84,17
Kif2b,36,61,76,46,57,11,27,11,16,24,17
kif5,227,300,258,249,251,113,181,111,109,243,83
KIF6,273,323,293,285,271,75,180,86,83,136,60
KIFC3,27,39,51,22,31,19,19,34,28,44,16
KIN14I,1,3,8,49,59,18,47,27,18,42,11
KIN14N,186,274,265,178,264,138,191,109,105,257,86
KIN14P,199,240,241,161,243,80,158,74,85,190,55
KIN14Q,31,61,50,28,26,6,22,6,10,20,10
KIN4A,333,387,440,308,512,176,336,144,149,365,81
KINB2,95,107,108,65,78,33,53,36,39,78,18
Klc2,82,86,87,76,105,56,52,41,49,107,37
Klc4,196,225,280,212,288,106,178,85,91,244,55
KLHDC3,24,20,23,15,25,17,20,20,25,22,7
Klhl1,82,101,108,68,84,42,54,38,46,81,31
KLHL3,44,48,44,40,47,8,30,3,3,11,9
klhl36,34,43,47,11,8,28,24,24,31,62,32
KLHL4,8,8,8,8,14,5,9,7,12,19,7
klhl40a,14,10,12,17,12,7,14,16,23,14,5
KLHL8,111,107,112,76,91,31,66,45,42,76,18
kpna5,81,108,86,86,99,26,36,28,23,55,20
KRS1,132,178,164,126,109,29,75,27,27,70,40
KTR3,4,11,5,2,5,1,2,1,1,0,0
l(2)03659,51,74,78,73,67,15,43,21,31,34,20
l(2)04524,46,64,71,41,90,79,49,66,67,157,43
L1818,124,100,113,63,71,38,57,60,40,99,26
LACS5,39,48,35,42,55,23,54,38,49,82,26
LACS8,495,711,746,716,943,487,625,406,446,1000,329
lact-2,67,81,72,57,72,53,73,60,66,133,46
lacZ,53,58,62,33,50,16,50,35,41,74,30
LANCL1,394,377,453,312,409,120,277,121,148,286,94
LARP1C,36,45,42,42,31,63,36,64,62,112,30
LARP4B,53,53,42,59,43,26,40,40,34,63,22
larp7,75,87,84,85,102,21,74,38,27,71,28
LC1,114,150,138,138,123,38,72,45,32,95,21
lcb4,33,26,43,30,57,27,32,43,51,56,22
LCMT1,46,50,50,36,62,14,25,13,16,38,10
LCP2,211,198,266,168,242,41,157,64,76,110,24
LCY1,658,763,746,758,816,329,525,332,390,696,233
Ldum_2097,12,14,7,3,6,4,3,5,9,8,7
LECRK53,67,58,71,53,60,48,50,70,54,133,38
let-2,44,77,95,50,79,30,69,29,59,81,15
let-70,145,169,145,138,166,61,110,65,90,127,36
LEUA,317,354,355,274,292,140,188,163,152,318,99
Lgals3,286,398,457,290,405,310,311,250,244,500,183
lgals3bpa,15,30,25,22,21,36,29,15,19,43,15
lgrE,795,798,685,674,831,285,527,348,331,671,187
licB,561,659,723,723,761,133,525,179,184,353,140
licD,215,266,259,429,479,161,272,160,151,324,117
Lig4,1,3,5,4,8,6,6,4,4,7,3
LIM15,3,1,10,2,5,6,6,10,12,23,3
limG,16,35,43,38,47,17,32,34,25,48,22
lin0792,300,278,264,284,263,63,143,56,81,158,49
Lipase,59,64,61,49,67,42,37,37,45,99,38
livC,10,8,24,2,18,4,10,2,2,10,0
LK07_010050,73,102,95,68,79,37,74,42,51,98,35
lkhA,56,82,64,54,62,30,53,31,39,79,33
lmbrd1,30,36,27,16,28,24,14,16,21,30,11
Lmf1,22,34,18,23,22,29,18,25,31,65,19
LOJ,18,15,14,11,12,13,8,12,10,29,7
Lonrf3,173,207,184,183,216,46,129,48,57,105,30
LPAT1,15,23,17,20,21,18,14,11,15,37,15
LPEAT1,64,77,81,80,91,48,65,55,49,118,32
lplA,15,31,25,8,11,37,14,32,31,57,9
LPP,128,141,178,89,152,25,83,27,27,94,29
LPPD,193,198,200,143,161,57,123,90,77,170,63
LRK10L-1.2,1058,1169,1154,725,485,318,402,262,235,649,242
Lrp1,10,14,12,15,17,6,7,14,10,19,6
Lrp4,256,344,358,271,343,93,219,96,84,197,46
Lrrc34,436,476,423,361,269,78,168,65,85,188,64
LRRC45,142,194,156,209,202,64,144,79,74,155,62
LRRC48,38,39,54,26,32,5,29,12,16,29,9
Lrrc49,36,44,39,31,34,20,18,21,29,50,19
lrrc6,51,64,77,55,62,52,45,50,44,101,36
Lrrc61,63,69,64,78,88,40,62,52,46,90,33
lsm14a-b,17,28,37,17,25,9,16,10,4,12,3
LSMT-L,73,74,58,45,38,15,24,14,19,29,12
LTA4H,55,103,102,81,105,122,86,159,157,372,80
ltaA,19,28,20,19,19,8,11,6,6,16,5
LTO1,202,200,145,134,98,47,73,62,58,106,35
LUL3,35,57,48,33,41,30,32,43,39,87,27
LUL4,30,32,33,38,33,19,19,23,22,58,17
lyrm4,78,105,84,85,70,27,66,29,29,57,24
mag1,32,55,45,28,13,8,16,15,14,19,5
Maged1,194,288,269,157,197,44,127,60,61,115,45
mago,21,14,17,30,22,9,20,12,6,21,5
magoh,117,143,135,105,136,84,97,73,91,160,60
mak16-a,8,13,9,8,10,9,10,7,7,10,4
MAN1C1,114,129,126,67,90,79,69,69,70,161,52
MANBA,122,142,154,68,117,72,74,59,67,123,34
MAP2B,137,143,142,108,171,48,91,42,58,154,55
MAP3K2,264,345,334,316,273,95,187,99,95,184,66
MAP3K3,33,52,35,70,97,55,76,45,69,101,33
MAPR4,43,48,47,44,60,12,31,10,11,21,9
43891,4,0,3,1,0,3,3,10,7,17,6
43894,51,63,77,50,57,17,39,11,19,47,19
mas,11,8,21,27,12,6,10,8,10,25,3
mask,9,18,16,11,23,17,22,18,20,33,12
MAV_4442,8,10,6,4,9,2,5,5,7,4,3
Mb2248c,102,129,136,98,114,43,82,52,53,120,38
MBF1B,236,213,246,318,360,101,273,130,122,266,120
MBR1,35,35,29,31,30,10,24,10,9,23,7
mcfC,122,135,134,119,121,40,89,44,44,92,36
mcl1,232,308,400,342,520,249,404,308,342,720,221
mcm5-a,336,450,433,328,406,160,278,170,156,302,102
MCM6,256,354,393,255,480,252,309,210,236,475,144
MCM7,298,423,507,457,677,324,456,286,303,660,239
mcmbp,68,43,52,53,56,12,34,24,24,34,9
MCOL_V214069,43,38,21,46,45,9,21,30,23,55,23
Mctp2,175,245,219,347,412,94,305,90,106,241,93
mdh,0,1,0,0,1,2,1,1,7,9,1
mdh-2,32,39,39,9,5,43,12,35,24,94,26
MDH1B,64,83,75,49,94,27,58,22,29,80,21
mdm2,37,45,40,37,32,25,23,32,36,82,25
MEF1,311,377,371,302,463,198,305,231,204,416,137
mei2,292,348,377,265,305,156,232,170,157,292,97
memo1,33,35,39,27,28,10,25,15,18,32,14
menG,21,24,21,21,12,16,10,11,16,30,11
MEP1B,13,12,15,6,12,1,6,9,10,15,10
metC,53,57,60,39,35,7,22,11,16,46,7
metH,425,634,584,373,390,99,260,140,167,361,130
metK,141,203,203,123,100,54,46,34,53,79,45
Mettl13,189,240,218,196,174,72,126,75,89,135,52
mettl14,55,68,67,65,60,68,43,75,61,162,29
METTL17,36,43,50,36,34,10,21,16,14,29,8
Mfsd1,65,95,73,29,23,42,30,28,35,66,10
MFSD14A,74,102,104,97,62,112,75,107,103,201,49
MFSD5,174,198,234,147,154,49,85,81,60,167,39
MFSD6,224,297,313,254,312,163,231,177,164,327,94
mfsd7-B,113,141,125,90,90,56,81,68,77,158,60
mfsd8,47,53,54,56,77,39,59,32,51,100,42
Mgat1,68,84,72,72,94,47,49,57,45,101,30
MGD1,21,27,30,20,25,12,21,3,14,39,8
MGST3,46,38,37,47,55,23,30,25,34,46,15
mhpC1,46,39,48,40,22,22,36,26,26,55,17
MICPUCDRAFT_54143,217,236,230,197,272,107,150,119,118,237,80
MICPUN_104347,192,234,185,244,301,105,160,118,119,299,125
Mid1,343,351,344,341,389,67,216,77,88,209,91
