Gene_model,padj,GN,Hw1.Anti,Hw1.Heat,Hw1.Anti.Heat,Hw2.Anti,Hw2.Heat,Hw2.Anti.Heat,Wt1.Anti,Wt1.Heat,Wt1.Anti.Heat,Wt2.Anti,Wt2.Heat,Wt2.Anti.Heat
SymbC1.scaffold9698.2,0.003573845,mkkA,-2.347067141,-3.393278153,-4.939619359,-3.764403756,-2.612796709,-6.179143531,-2.119036945,-0.261259018,-5.527639452,-5.898120386,-1.786503683,-7.187627003
SymbC1.scaffold4455.1,0.003585054,TMN7,-2.930593993,-4.082597086,-5.815116775,-3.110300015,-0.450119958,-3.402098444,-1.266475649,-0.773092098,-4.208888157,-2.313580752,0.25276607,-4.036740547
SymbC1.scaffold3651.5,0.003706605,SVEP1,-1.294047689,-4.028123517,-5.839352812,-2.401303543,-1.892724349,-4.810262189,-0.769270687,-0.253294678,-4.500658994,-3.297629956,-0.034595551,-3.765126687
SymbC1.scaffold380.3,0.00374369,Shal,-1.948959202,-3.334828294,-5.318247748,-2.213561138,-1.149274492,-4.434526937,-1.324035938,0.633474124,-3.481614727,-4.636331153,-0.553211518,-6.64457543
SymbC1.scaffold731.5,0.004045146,yciC,-2.488472497,-6.038771865,-10.15466572,-3.798367293,-1.362528562,-7.169775006,-4.750962971,-1.268782548,-9.072097049,-9.271479843,-2.304181035,-7.631339552
SymbC1.scaffold3249.3,0.004049695,Tldc2,-2.821024057,-5.165262314,-4.561684135,-1.83309689,-1.225066556,-3.169925001,-1.810029056,-0.362570079,-1.376375879,-7.124121312,0.468709432,-3.053731984
SymbC1.scaffold1100.3,0.004160771,pol,-1.775106943,-4.324304629,-7.134693164,-3.16846841,-1.389103035,-4.651530118,-1.765946651,-1.076209495,-4.351682145,-2.809931601,0.816637972,-3.782275258
SymbC1.scaffold5141.3,0.00424366,FRAS1,-4.215282286,-7.12096637,-7.296856112,-6.874072889,-3.030233365,-7.818287731,-2.693039131,-1.08785203,-9.13977569,-9.176495486,-2.500753827,-10.41181852
SymbC1.scaffold1484.4,0.004472612,FEM1B,-1.253608136,-4.558868825,-6.558868825,-3.040808846,-2.555518723,-3.333126301,-0.502500341,-0.971985624,-3.224966365,-0.771761321,1.163698427,-0.938658629
SymbC1.scaffold2084.2,0.004702705,Cyt-b5,1.05246742,-3.240314329,-5.562242424,2.177998302,-2.459431619,-3.459431619,3.169925001,2.584962501,2.655351829,0,2.021418984,-3.115477217
SymbC1.scaffold5575.5,0.005074804,ANK1,-1.458225334,-3.189718871,-5.074552546,-1.704099188,-2.285402219,-4.799975392,-1.680886921,0.309116366,-1.814266049,-3.081917562,1.565462651,-1.976122898
SymbC1.scaffold681.1,0.005286054,Zdhhc8,-2.897793335,-4.658740427,-5.268577596,-3.759596041,-1.066387397,-5.333423734,-0.732127037,1.022760465,-3.057682528,-4.954418966,0.512835549,-2.992893114
SymbC1.scaffold127.14,0.005386406,ap1b1,-1.818513254,-4.317254816,-5.050071455,-2.218651877,-1.508932264,-3.451807298,-1.263139269,0.254854446,-2.926279216,-2.645328567,-2.038667452,-5.317451792
SymbC1.scaffold801.1,0.005411179,Ttn,-1.829792311,-4.866248611,-4.868228975,-3.444233422,-2.305740175,-4.416164165,-1.453326651,1.522895966,-1.699387978,-8.740678926,1.08093469,-3.501652445
SymbC1.scaffold9671.2,0.005445703,SCN11A,-1.886794847,-4.06298306,-5.56402158,-2.623760441,-1.662657566,-3.103230157,-0.560142975,0.506437581,-2.84000701,-5.217239334,-0.146086878,-4.016790782
SymbC1.scaffold466.3,0.005446809,AK812_SmicGene16779,-1.919045504,-3.411136062,-4.675774353,-3.907363699,-1.436835254,-5.872125177,-2.141288397,0.235204059,-3.537217073,-4.618673713,-0.790980124,-5.421227649
SymbC1.scaffold2539.8,0.005452356,proP,-1.284050314,-3.087737274,-4.206628867,-2.212420637,-2.219046264,-3.7153766,-0.682638303,-1.372413962,-3.239014837,-3.887781773,0.372952098,-1.454822365
SymbC1.scaffold578.7,0.005636684,SLC8A2,-1.362763605,-4.124223575,-4.112159916,-1.347894306,-2.596497471,-2.844504491,1.181594891,-1.305160928,-1.846822175,-1.858442273,0.981864091,-1.129645009
SymbC1.scaffold760.3,0.005919883,GABBR2,-2.556243512,-1.956348546,-5.336702635,-4.101853325,-0.412574224,-4.307876846,-2.41460574,-0.567812355,-4.143793984,-4.851613438,0.054260341,-4.217503876
SymbC1.scaffold1853.7,0.006289672,sft2,0,-1.584962501,0,0,0,0,0,0,0,0,1.859822342,0
SymbC1.scaffold322.8,0.007005741,slc25a42,-1.308274227,-3.760789874,-3.286877959,-2.678016117,-1.833881757,-3.784271309,-1.66998384,-1.066844237,-3.540074517,-3.620921442,-0.974378132,-4.059839075
SymbC1.scaffold1211.3,0.007172095,fadB,-1.849475835,-5.131602922,-4.859762619,-2.80572794,-2.465663572,-3.173482821,0.35901226,1.877575029,-2.003557819,-2.590676152,0.884353814,-3.641956657
SymbC1.scaffold2818.3,0.007537311,GRINA,-0.646653763,-3.512027748,-7.556421867,-2.132746903,-1.544363588,-5.83530399,-2.247677718,-0.8940859,-3.927649156,-3.202579586,1.484948098,-2.752648608
SymbC1.scaffold2188.4,0.007654322,MAP3K3,-1.642665777,-4.185910099,-4.801921036,-2.812590779,-1.196397213,-2.748344656,-1.240547983,0.823122238,-1.418546285,0,0.666576266,-3.366322214
SymbC1.scaffold2754.2,0.008011821,Cacna1i,-1.649150489,-2.519867472,-4.218288023,-1.660646128,-1.584962501,-2.440338938,-0.112835809,-0.678071905,-1.371800405,-3.579013234,2.792825243,-0.5334322
SymbC1.scaffold802.5,0.00859538,AK812_SmicGene13956,-1.70284704,-4.875526425,-6.685164454,-1.822107184,-2.390588091,-4.311153623,-0.732689752,0.63370562,-1.222292679,-3.242585133,-1.450213089,-4.842879288
SymbC1.scaffold9141.2,0.008624385,NCS1,-1.283909088,-3.596994865,-4.892037897,-2.296518864,-2.191523022,-4.316132077,-0.641603986,-0.594593918,-2.319021459,-3.45411728,0.183064076,-3.159024933
SymbC1.scaffold3505.1,0.008650224,rskn-1,-1.605002283,-4.156204316,-6.870149415,-2.852655155,-1.701470092,-4.500807546,-1.745186101,-0.241862069,-4.838655427,-4.307560777,0.233017021,-4.493973901
SymbC1.scaffold2748.1,0.008833968,Clk1,-0.394273803,-1.999783046,-6.414638743,-1.169434871,-0.566374961,-5.064548449,-1.607408079,-0.218334598,-4,-4.533560243,1.711125035,-3.411504922
SymbC1.scaffold1854.3,0.008984047,GLYK,-1.600544109,-2.911567676,-4.494013671,-2.850650699,-1.530993302,-3.722134789,-1.31869456,-0.345438464,-2.769110889,-2.96849566,0.933094066,-3.413701052
SymbC1.scaffold664.1,0.009471522,PDK,-1.328591825,-2.508570491,-4.84644013,-0.960860041,-1.655229364,-3.558267634,2.653566315,5.799281622,4.360063224,0,1.325582689,-2.692662368
SymbC1.scaffold409.14,0.009876002,aceE,-1.387886232,-3.153564963,-3.829707055,-2.235305314,-1.88260286,-3.255234223,-0.213653498,-0.754723727,-2.900783848,-2.337060318,-0.410989797,-3.019729288
SymbC1.scaffold83.11,0.010913769,aifA,-3.305751004,-4.199740028,-3.706982704,-5.409768095,-2.332835781,-4.439750985,-2.191343985,-0.120294234,-4.390531909,-7.856784631,-1.495515645,-5.065371253
SymbC1.scaffold10331.2,0.011090516,kmo,-0.645650427,-3.625807446,-9.603087369,-1.093672789,-2.034320073,-6.941210669,-1.101252146,-1.517495408,-4.832032543,-2.435533351,3.561714694,-1.300608371
SymbC1.scaffold2413.1,0.011752601,AK812_SmicGene42885,-1.139317057,-4.779503313,-4.853546251,-1.288469254,-2.504217795,-3.792231341,-0.326970787,-1.32332335,-3.205671449,-2.406612536,0.353345302,-2.978515662
SymbC1.scaffold2503.2,0.013360655,PRKAA1,-2.129608103,-2.888187769,-7.567027158,-3.612690989,-1.932885804,-6.290437809,-0.819559684,0.28623498,-3.87928292,-5.402344583,-0.698987381,-6.946473366
SymbC1.scaffold3185.7,0.013691232,GST1,-1.869763832,-4.797076848,-5.166384644,-0.092156253,-1.530514717,-3.600904045,-0.098403704,1.539874611,-0.378855163,-3.437063806,-0.119251819,-4.362570079
SymbC1.scaffold6251.1,0.014084157,PFP-BETA1,-1.134838463,-4.612094593,-5.906019772,-0.688025939,-1.999774561,-4.213178199,0.020295115,-0.896164189,-1.925257101,-3.510961919,1.434481917,-1.964810572
SymbC1.scaffold6303.1,0.01437176,pme-5,-2.391154206,-3.12116896,-5.731689087,-3.699703271,-1.899071091,-6.243454037,-1.734097412,-0.274333872,-4.621447978,-5.127885521,-0.781585906,-6.42075115
SymbC1.scaffold310.10,0.014618433,rpc2,-2,-4.222392421,-6.392317423,-4.415037499,-1,0,-1.678071905,3.607330314,1.129283017,0,0.447458977,0
SymbC1.scaffold5939.4,0.014966039,SPY,-0.072415391,-3.255751932,-5.123359799,-0.197651574,-1.448195986,-4.862201778,-0.9177466,-1.062096121,-3.221271881,-3.382850213,0.773223482,-3.147420269
SymbC1.scaffold3306.6,0.015805381,yojK,-1.624170798,-3.3705468,-6.403217169,-2.591308911,-1.068378093,-4.979110755,-2.31006794,-0.630782156,-4.187352073,-2.447059954,-0.606205117,-5.08330296
SymbC1.scaffold1808.2,0.0164537,cgt,-1.222322815,-4.045444567,-3.877674644,-1.77206604,-1.825128734,-3.95307654,-1.077584362,-0.756083343,-3.53383707,-2.506941401,0.663085282,-2.663184317
SymbC1.scaffold535.6,0.016921649,ppsA,-1.918117535,-3.496500473,-4.668755221,-2.803387828,-1.852101305,-3.277681182,-1.501641849,-1.153903049,-4.202645661,-2.991637416,0.229661891,-3.311054291
SymbC1.scaffold1466.4,0.017512182,rihB,-0.960592647,-2.652012359,-3.548264435,-0.718391744,-1.040641984,-2.876193798,-0.643784501,0.917082324,-1.73438705,-3.430997891,0.9212055,-4.292781749
SymbC1.scaffold227.10,0.017825195,ACP5,-2.841470237,-7.094513498,-8.189757964,-4.934884664,-4.020129993,-8.442006256,-1.922064536,-2.439360403,-6.864108529,-5.879803413,-0.476114229,-6.18765033
SymbC1.scaffold651.11,0.019097421,VPS11,-1.108681094,-3.188265084,-5.898609798,-1.55704038,-1.602392915,-4.154062034,0.670328401,-1.733980646,-3.673018677,-2.354055066,1.251421708,-0.454927188
SymbC1.scaffold4833.1,0.019247714,ECA1,-3.183797176,-4.665538956,-3.273221534,-4.708434032,-1.452286012,-4.609525754,-4.135112096,-0.277965752,-8.624047709,-9.654254123,-4.998902295,-10.29811031
SymbC1.scaffold51.2,0.019838202,PTPMT1,-2.204415755,-3.985493737,-5.231395266,-3.509366168,-2.218072963,-4.664448429,-1.24623224,-0.429442565,-3.949348804,-4.858730121,-1.258089462,-5.221389628
SymbC1.scaffold2225.3,0.020028592,pyr-1,-0.544044291,-3.539026217,-7.75731424,-0.433861374,-1.506959989,-4.176811387,-1.693975965,-1.470499218,-5.389362456,-4.034366659,-0.557861527,-5.61932916
SymbC1.scaffold1096.3,0.020121104,HISN4,-1.129231949,-3.849653038,-6.469380957,-2.23876764,-1.957947618,-4.026364704,-1.680735235,-0.733595123,-3.090536086,-3.007018233,-1.414049682,-3.340110731
SymbC1.scaffold8076.3,0.020214095,tnaA,-1.631836439,-3.192645078,-5.591194454,-2.010003373,-1.409875794,-2.802193217,-1.053242021,-0.57800974,-2.564203941,-3.246740598,1.167944637,-2.491853096
SymbC1.scaffold4111.1,0.020265086,HERC4,-1.328413414,-3.292894986,-5.524751387,-1.917480313,-1.204403049,-4.255559285,-1.890375509,-1.326401571,-5.054928877,-4.285244124,-0.309863291,-5.026785943
SymbC1.scaffold10308.1,0.020728442,Ranbp2,-2.217845897,-3.728466164,-3.713680072,-3.560403585,-2.253417185,-3.016674314,-1.246495495,-0.387949954,-3.598322662,-4.68571284,-0.84124434,-4.515341663
SymbC1.scaffold5250.2,0.021903898,pckA,-1.253786002,-2.722344307,-4.991951017,-2.643784074,-0.461872927,-3.274026018,-1.437345279,0.246262081,-2.799446751,-4.563395441,1.161118412,-3.258166058
SymbC1.scaffold2004.1,0.022340556,proRS,-1.388571889,-4.511104595,-7.873730333,-1.663173623,-1.935331742,-4.383384298,0.396178472,0.301169535,-2.714245518,-1.691586712,1.858154929,-2.79027399
SymbC1.scaffold1222.3,0.022572534,ttc30a,-2.142211591,-3.742944447,-5.873853508,-2.861967895,-1.736965594,-4.039784866,-1.513393393,-0.058047285,-3.440311043,-6.31187443,0.281023778,-5.036784586
SymbC1.scaffold2952.4,0.022670509,ada,0,0,0,0,0,0,0,-0.192645078,0.736965594,0,0,0
SymbC1.scaffold1585.9,0.024203458,KIF3A,-1.213175838,-4.025840942,-4.246666841,-1.669427934,-1.780882711,-4.512393875,-0.745869382,-0.250198301,-3.085306323,-2.767408424,-0.011801993,-4.086894752
SymbC1.scaffold1845.2,0.024203905,Rpl3,-1.052663228,-4.52713332,-6.565483493,-0.524644525,-1.341649428,-3.738767837,-0.792564516,-1.536343796,-4.449676802,-3.974004791,1.121071234,-3.343954401
SymbC1.scaffold9974.1,0.025466179,At4g34450,-1.339083953,-4.288980126,-5.655519107,-1.668859909,-1.651704052,-3.46727948,-0.591767679,-2.540635469,-3.593102889,-2.691272051,1.043557799,-1.055977874
SymbC1.scaffold703.8,0.025817092,Wdr35,-2.621488377,-3.831280761,-2.785766102,-3.001422075,-1.106368625,-4.150762744,-0.810029056,0.756601622,-3.339850003,-5.43923847,-2.210896782,-7.129283017
SymbC1.scaffold714.1,0.025855797,ODA4,-2.947263821,-3.368498233,-4.823885288,-4.781305895,-1.538202068,-4.149293589,-2.130685494,0.146235372,-4.708375276,-5.754604868,-1.592084988,-6.37203788
SymbC1.scaffold6721.2,0.0267403,Prpf8,-1.869433456,-2.422737328,-3.895217482,-3.263449936,-2.321275144,-3.711146629,-0.093989748,-0.547987476,-3.192617587,-4.157056199,-1.501439145,-4.764473551
SymbC1.scaffold128.2,0.027378472,CFAP251,-1.651473897,-4.453734479,-5.35185533,-2.099996416,-2.082834936,-4.181495828,-0.414495294,-0.48686907,-3.827926532,-1.983462733,0.241283617,-2.960602651
SymbC1.scaffold2295.3,0.02771482,NOP14,-2.020262958,-4.854156139,-5.862202896,-3.401325914,-2.142359114,-4.595531742,-1.170836869,-0.417276111,-3.047834017,-2.445741518,0.161604938,-3.801426506
SymbC1.scaffold8353.2,0.027765033,AK812_SmicGene43656,-2.084603002,-3.502749399,-3.782151465,-3.624804527,-1.994174687,-4.370535234,-2.397941823,-0.74795594,-4.22951916,-3.40103059,-1.606251379,-5.05933924
SymbC1.scaffold879.9,0.028006115,ruvbl1,-2.264561792,-2.903533878,-5.375738872,-3.499650012,-0.581273685,-4.114137223,-2.759673616,0.080304828,-4.831134862,-5.807469928,-0.343773064,-6.504400861
SymbC1.scaffold2699.3,0.028554922,UBE4B,-1.690369166,-2.99039259,-3.894320325,-3.370035377,-1.171271427,-3.545666942,-1.749492903,-0.478701534,-3.848157792,-4.374781458,-1.029393653,-4.22370505
SymbC1.scaffold365.6,0.029224797,RPN2A,-0.591848886,-5.977279923,-6.714245518,-0.784493964,-2,-5,-2.169925001,-4.339850003,0,0,-4.584962501,-5.584962501
SymbC1.scaffold15053.2,0.029951063,DNAH7,-1.981840006,-3.526410318,-6.985841937,-2.966072691,-1.308122295,-4.448900951,-2.005538184,-0.402873681,-5.32336188,-3.106915204,-1.914816705,-5.196397213
SymbC1.scaffold1401.12,0.031898972,Gars,-1.558893034,-2.530035178,-3.951328732,-3.157207429,-0.954324813,-3.263504416,-2.811890114,-0.558605022,-4.110481259,-4.156335514,-0.913122549,-4.987754141
SymbC1.scaffold1384.2,0.032220089,Atp5b,-2.199102372,-4.535914704,-4.206312682,-2.992754918,-2.199308808,-4.146841388,0.195131769,-0.594117216,-3.111965521,-2.693428156,-1.551797398,-4.787654918
SymbC1.scaffold601.1,0.034516003,INP53,-3.906102865,-2.638709473,-4.867088189,-6.292706636,-1.416459118,-4.661610819,-2.077887242,0.870226531,-6.624135478,-9.80000108,-2.67252256,-8.015729772
SymbC1.scaffold384.10,0.034840844,ENO,-1.544320516,-3.888968688,-7.473931188,-1.859822342,-1.684958291,-2.415037499,-1.901068467,0.174890967,-3.539158811,-5.581335105,-2.679606215,-6.744833837
SymbC1.scaffold992.2,0.035275981,AK812_SmicGene43485,-0.861101894,-5.77546761,-7.164936671,-1.036673459,-1.584962501,-3.555215157,0.050331676,0.035832106,-3.271596419,-3.058893689,1.818577917,-2.380821784
SymbC1.scaffold225.5,0.035686309,THIC,-2.051544939,-4.566023747,-4.134038208,-3.069341086,-1.885810561,-2.918267621,-2.478353266,-0.122556336,-3.554588852,-5.673113733,-1.356773948,-6.13100461
SymbC1.scaffold4992.8,0.035999549,SAHH,-5.033629527,-3.921935549,-4.115364944,-3.854504761,0.9268231,-4.942006392,-5.489822001,0.553579118,-7.79229246,-11.64686076,-0.771142939,-9.877251609
SymbC1.scaffold517.7,0.036663977,norA,-0.435169099,-2.967877527,-4.103607469,-0.781885227,-1.976283931,-4.158808969,-1.241261953,-0.795754925,-2.905736049,-3.398017558,-0.043569639,-4.226850747
SymbC1.scaffold661.13,0.038048418,TPC1A,-1.539628967,-2.873724877,-4.539417785,-2.575659353,-2.144656126,-3.164156377,-0.702501293,-0.648122213,-2.205987417,-3.160665796,0.031765856,-3.229474312
SymbC1.scaffold8737.1,0.039996903,RNR1,-1.833315337,-7.607318892,-12.35407088,-2.924296765,-3.736202474,-7.657241332,-1.438648459,-1.125076994,-7.193314003,-5.127251105,2.745277226,-2.454061421
SymbC1.scaffold1524.1,0.043145151,AK812_SmicGene36,-2.258749775,-3.432551348,-4.39900933,-2.498532199,-1.730370957,-4.413265245,-1.01847711,-0.29943193,-2.095143306,-4.202070418,0.098846312,-4.520051329
SymbC1.scaffold5753.3,0.043816008,pht4,-0.280107919,-4.502500341,-7.409390936,1.041820176,-1,-4.584962501,-1.888968688,2.98550043,-3.836501268,-4.359895945,1.27237227,0
SymbC1.scaffold3578.5,0.044911279,PETH,-1.568453152,-3.490355833,-3.865246184,-1.836772906,-1.330747796,-3.327349219,-0.547141857,0.663658783,-1.648244942,-4.738373789,0.214987387,-4.365052107
SymbC1.scaffold5041.4,0.045272552,MTR1,-1.168911873,-4.270906513,-3.282419525,-1.695589802,-2.693486957,-3.046412807,-0.756708611,-0.135637435,-2.101773983,-3.301053553,-0.803735471,-4.138082164
SymbC1.scaffold3781.8,0.04691235,gpt,-1.971138605,-5.029980997,-7.500523587,-1.983382201,-0.864344901,-3.886712714,-0.449494287,-0.084697165,-3.160464672,-1.779969034,0.838858591,-2.601865044
SymbC1.scaffold272.8,0.047027217,eco47IIM,-2.040742419,-3.563529774,-5.189134259,-2.527645905,-1.201633861,-3.344238257,-0.900125308,-1.97812782,-4.9256604,-2.752213368,1.035689192,-2.167250867
SymbC1.scaffold3047.1,0.047764187,hgiCIIM,0.754887502,0,0,-3.611434712,-4.558967292,0,-0.874469118,-2.511899039,-5.944858446,-2.22881869,0.595609745,0
SymbC1.scaffold8254.1,0.04930858,ABCB1,-1.263020357,-3.772575455,-3.846389871,-0.86213112,-2.651051691,-3.48112669,0.648365398,0.472333646,-0.852709034,-3.552574009,0.578934067,-3.267645249
